"id","name","longitude","latitude","weigth"
"3396","Clinton St & 4 Place","-74.0001","40.6784","919"
"3300","Prospect Park West & 8 St","-73.9764","40.6651","916"
"3372","E 74 St & 1 Ave","-73.9548","40.769","904"
"3353","Reed St & Van Brunt St","-74.0161","40.6748","901"
"353","S Portland Ave & Hanson Pl","-73.9743","40.6854","891"
"3329","Degraw St & Smith St","-73.9932","40.6829","889"
"3359","E 68 St & Madison Ave","-73.967","40.7692","882"
"3081","Graham Ave & Grand St","-73.944","40.7119","878"
"3080","S 4 St & Rodney St","-73.9561","40.7093","874"
"420","Clermont Ave & Lafayette Ave","-73.9697","40.6876","871"
"3366","West End Ave & W 107 St","-73.9682","40.8021","870"
"3398","Smith St & 9 St","-73.9979","40.6747","869"
"3355","E 66 St & Madison Ave","-73.9685","40.768","866"
"3358","Garfield Pl & 8 Ave","-73.9748","40.6712","862"
"3420","Douglass St & 3 Ave","-73.9843","40.6802","860"
"278","Concord St & Bridge St","-73.9848","40.6977","857"
"3407","Union St & Nevins St","-73.9877","40.6791","853"
"3461","Murray St & Greenwich St","-74.0112","40.7149","844"
"3304","6 Ave & 9 St","-73.9838","40.6681","843"
"3390","E 109 St & 3 Ave","-73.9432","40.7933","838"
"3319","14 St & 5 Ave","-73.989","40.6663","838"
"3411","Bond St & Bergen St","-73.9862","40.685","813"
"3325","E 95 St & 3 Ave","-73.9505","40.7849","812"
"3117","Franklin St & Dupont St","-73.9587","40.7356","812"
"344","Monroe St & Bedford Ave","-73.9538","40.6851","809"
"3384","Smith St & 3 St","-73.996","40.6787","804"
"3345","Madison Ave & E 99 St","-73.9524","40.7895","803"
"120","Lexington Ave & Classon Ave","-73.9593","40.6868","797"
"3316","W 104 St & Amsterdam Ave","-73.9662","40.799","791"
"144","Nassau St & Navy St","-73.9807","40.6984","788"
"3347","Van Brunt St & Wolcott St","-74.0127","40.6773","781"
"3397","Court St & Nelson St","-73.9987","40.6764","779"
"3454","Leonard St & Maujer St","-73.9471","40.7104","778"
"3459","E 53 St & 3 Ave","-73.9693","40.7576","776"
"3088","Union Ave & Jackson St","-73.952","40.7161","775"
"397","Fulton St & Clermont Ave","-73.9692","40.6842","764"
"3415","Prospect Pl & 6 Ave","-73.9752","40.6793","763"
"3343","W 107 St & Columbus Ave","-73.9621","40.7998","762"
"400","Pitt St & Stanton St","-73.9818","40.7193","753"
"3425","2 Ave  & E 104 St","-73.9437","40.7892","752"
"3403","4 Ave & 9 St","-73.9888","40.6705","741"
"3094","Graham Ave & Withers St","-73.9449","40.717","740"
"3310","14 St & 7 Ave","-73.984","40.6638","739"
"275","Washington Ave & Greene Ave","-73.9656","40.6865","737"
"3306","10 St & 7 Ave","-73.982","40.6662","733"
"3377","Carroll St & Bond St","-73.9904","40.6786","731"
"3388","President St & Henry St","-73.9999","40.6828","731"
"3068","Humboldt St & Varet St","-73.9406","40.7032","712"
"3410","Dean St & Hoyt St","-73.9876","40.6864","711"
"3339","Berkeley Pl & 6 Ave","-73.9785","40.6765","707"
"3379","E 103 St & Lexington Ave","-73.9476","40.7903","699"
"409","DeKalb Ave & Skillman St","-73.9564","40.6907","693"
"419","Carlton Ave & Park Ave","-73.9736","40.6958","691"
"3052","Lewis Ave & Madison St","-73.9358","40.6863","687"
"245","Myrtle Ave & St Edwards St","-73.977","40.6933","679"
"3412","Pacific St & Nevins St","-73.983","40.6854","679"
"3071","Boerum St & Broadway","-73.9498","40.7054","663"
"3404","7 St & 5 Ave","-73.9854","40.6705","659"
"3303","Butler St & Court St","-73.9944","40.685","653"
"3057","Kosciuszko St & Tompkins Ave","-73.9452","40.6913","652"
"3452","Bayard St & Leonard St","-73.9489","40.7192","645"
"456","E 53 St & Madison Ave","-73.974","40.7597","643"
"3042","Fulton St & Utica Ave","-73.9299","40.6794","641"
"3095","Graham Ave & Herbert St","-73.945","40.7193","636"
"3076","Scholes St & Manhattan Ave","-73.9449","40.7087","630"
"421","Clermont Ave & Park Ave","-73.9713","40.6957","625"
"3105","N 15 St & Wythe Ave","-73.9557","40.7241","623"
"3144","E 81 St & Park Ave","-73.959","40.7768","620"
"3122","48 Ave & 5 St","-73.9559","40.7444","614"
"289","Monroe St & Classon Ave","-73.9588","40.6846","610"
"3413","Wyckoff St & 3 Ave","-73.9826","40.6828","605"
"3073","Division Ave & Hooper St","-73.9544","40.7069","592"
"3067","Broadway & Whipple St","-73.9437","40.7017","589"
"3386","1 Pl & Clinton St","-73.9991","40.681","587"
"3344","Pioneer St & Van Brunt St","-74.0112","40.679","575"
"3047","Halsey St & Tompkins Ave","-73.9441","40.6824","573"
"3056","Kosciuszko St & Nostrand Ave","-73.9513","40.6907","566"
"3381","3 St & Hoyt St","-73.9936","40.6777","561"
"3332","Degraw St & Hoyt St","-73.9908","40.682","558"
"436","Hancock St & Bedford Ave","-73.954","40.6822","555"
"3091","Frost St & Meeker St","-73.9488","40.7176","552"
"3062","Myrtle Ave & Marcy Ave","-73.9495","40.6954","548"
"3387","E 106 St & Madison Ave","-73.9494","40.7934","547"
"3391","E 106 St & 1 Ave","-73.9396","40.7893","544"
"3313","6 Ave & 12 St","-73.9855","40.6663","541"
"3241","Monroe St & Tompkins Ave","-73.9447","40.6862","537"
"3405","5 St & 6 Ave","-73.9821","40.6705","534"
"3055","Greene Ave & Nostrand Ave","-73.9509","40.6883","534"
"373","Willoughby Ave & Walworth St","-73.9538","40.6933","531"
"3120","Center Blvd & Borden Ave","-73.9604","40.7416","529"
"3050","Putnam Ave & Throop Ave","-73.9411","40.6852","529"
"372","Franklin Ave & Myrtle Ave","-73.9581","40.6945","524"
"3297","6 St & 7 Ave","-73.9799","40.6687","521"
"3249","Verona Pl & Fulton St","-73.9477","40.6804","515"
"3058","Lewis Ave & Kosciuszko St","-73.9371","40.6924","514"
"3317","10 St & 5 Ave","-73.987","40.6686","503"
"3121","Jackson Ave & 46 Rd","-73.9473","40.7452","501"
"2001","Sands St & Navy St","-73.9799","40.6998","501"
"443","Bedford Ave & S 9 St","-73.9641","40.7085","500"
"3054","Greene Ave & Throop Ave","-73.9421","40.6895","490"
"362","Broadway & W 37 St","-73.9875","40.7517","486"
"3455","Schermerhorn St & 3 Ave","-73.9804","40.6868","486"
"3363","E 102 St & Park Ave","-73.9503","40.7905","485"
"3324","3 Ave & 14 St","-73.9933","40.6685","481"
"3049","Cambridge Pl & Gates Ave","-73.963","40.6849","475"
"3375","3 Ave & E 72 St","-73.9606","40.7699","471"
"3046","Marcus Garvey Blvd & Macon St","-73.938","40.6826","457"
"3130","21 St & Queens Plaza North","-73.9434","40.7533","456"
"3066","Tompkins Ave & Hopkins St","-73.9471","40.6996","455"
"3348","Coffey St & Conover St","-74.0157","40.6772","448"
"3338","2 Ave & E 99 St","-73.9455","40.7863","446"
"3424","E 106 St & Lexington Ave","-73.946","40.792","438"
"3065","Union Ave & Wallabout St","-73.9503","40.7003","433"
"3371","4 Ave & 2 St","-73.985","40.6746","431"
"3072","Leonard St & Boerum St","-73.9464","40.7058","422"
"3060","Willoughby Ave & Tompkins Ave","-73.9463","40.6943","422"
"3041","Kingston Ave & Herkimer St","-73.9414","40.6789","415"
"3399","7 St & 3 Ave","-73.9898","40.6726","413"
"3059","Pulaski St & Marcus Garvey Blvd","-73.9399","40.6934","401"
"3309","E 97 St & 3 Ave","-73.9486","40.7859","398"
"3069","Lorimer St & Broadway","-73.9482","40.7041","397"
"3048","Putnam Ave & Nostrand Ave","-73.9498","40.684","389"
"3449","Eckford St & Engert Ave","-73.948","40.7215","384"
"3466","W 45 St & 6 Ave","-73.9826","40.7567","380"
"3123","31 St & Thomson Ave","-73.9354","40.7447","372"
"3043","Lewis Ave & Decatur St","-73.9349","40.6815","366"
"3392","Commerce St & Van Brunt St","-74.0086","40.6812","362"
"3221","47 Ave & 31 St","-73.9356","40.743","355"
"3421","Hoyt St & Warren St","-73.989","40.6844","348"
"3070","McKibbin St & Manhattan Ave","-73.9441","40.7051","340"
"3075","Division Ave & Marcy Ave","-73.958","40.7071","336"
"3322","12 St & 4 Ave","-73.9904","40.6686","331"
"533","Broadway & W 39 St","-73.9872","40.753","330"
"3063","Nostrand Ave & Myrtle Ave","-73.9524","40.6953","327"
"3127","9 St & 44 Rd","-73.9521","40.7497","317"
"444","Broadway & W 24 St","-73.9892","40.7424","302"
"3061","Throop Ave & Myrtle Ave","-73.9437","40.6962","300"
"3179","Park Ave & Marcus Garvey Blvd","-73.9413","40.6986","299"
"3053","Marcy Ave & Lafayette Ave","-73.9479","40.6901","295"
"82","St James Pl & Pearl St","-74.0002","40.7112","293"
"3401","2 Ave & 9 St","-73.9933","40.6725","287"
"322","Clinton St & Tillary St","-73.9912","40.6962","285"
"3393","Richards St & Delavan St","-74.0079","40.6794","271"
"3128","21 St & 43 Ave","-73.9459","40.7505","269"
"3302","Columbus Ave & W 103 St","-73.9643","40.7969","260"
"3456","Jackson St & Leonard St","-73.9482","40.7164","258"
"3408","Congress St & Clinton St","-73.9952","40.6882","256"
"3327","3 Ave & E 100 St","-73.9473","40.7877","254"
"3441","10 Hudson Yards","-74.0026","40.753","237"
"3044","Albany Ave & Fulton St","-73.9385","40.68","235"
"119","Park Ave & St Edwards St","-73.978","40.6961","220"
"3352","Sigourney St & Columbia St","-74.0088","40.6727","218"
"3337","Dwight St & Van Dyke St","-74.012","40.6736","200"
"3342","Pioneer St & Richards St","-74.0095","40.6778","180"
"3326","Clinton St & Centre St","-74.0019","40.6743","175"
"3395","Henry St & W 9 St","-74.0033","40.6764","149"
"3245","Industry City, Building 1 Basement","-74.0084","40.6559","146"
"3340","Wolcott St & Dwight St","-74.0101","40.6753","141"
"2005","Railroad Ave & Kay Ave","-73.971","40.7053","128"
"3330","Henry St & Bay St","-74.0049","40.6725","120"
"3253","Bike The Branches - Central Branch","-73.9689","40.6728","92"
"3333","Columbia St & Lorraine St","-74.0076","40.6747","84"
"3394","Columbia St & W 9 St","-74.0065","40.677","54"
"3432","NYCBS Depot - GOW","-73.9946","40.6691","33"
"3219","NYCBS Depot - STY","-73.9767","40.7292","30"
"255","NYCBS Depot - SSP","-74.0165","40.6468","10"
"493","W 45 St & 6 Ave (1)","-73.9829","40.7568","10"
"3250","NYCBS Depot - PIT","-73.9838","40.7169","5"
"147","Greenwich St & Warren St","-74.0112","40.7154","5"
"3040","GOW Tech Shop","-73.995","40.6698","5"
"3468","NYCBS Depot - STY - Garage 4","-73.9747","40.7304","3"
"3239","Bressler","-74.0166","40.6465","2"
"3240","NYCBS Depot BAL - DYR","-73.9939","40.759","2"
