tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
197,2017-05-01 03:59:19,2017-05-01 04:02:36,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,27858,Subscriber,1992,1
1160,2017-05-01 04:00:33,2017-05-01 04:19:53,3323,W 106 St & Central Park West,40.7981856,-73.9605909006,3255,8 Ave & W 31 St,40.750585347,-73.9946848154,19158,Subscriber,1968,1
399,2017-05-01 04:02:31,2017-05-01 04:09:10,362,Broadway & W 37 St,40.75172632,-73.98753523,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,24824,Subscriber,1990,1
279,2017-05-01 04:07:37,2017-05-01 04:12:16,3258,W 27 St & 10 Ave,40.7501815633,-74.0021842718,434,9 Ave & W 18 St,40.74317449,-74.00366443,15758,Subscriber,1965,1
203,2017-05-01 04:09:04,2017-05-01 04:12:28,72,W 52 St & 11 Ave,40.76727216,-73.99392888,478,11 Ave & W 41 St,40.76030096,-73.99884222,29354,Subscriber,1965,1
768,2017-05-01 04:11:05,2017-05-01 04:23:53,363,West Thames St,40.70834698,-74.01713445,363,West Thames St,40.70834698,-74.01713445,26624,Subscriber,1985,1
247,2017-05-01 04:14:13,2017-05-01 04:18:20,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,20375,Subscriber,1990,1
423,2017-05-01 04:22:27,2017-05-01 04:29:30,500,Broadway & W 51 St,40.76228826,-73.98336183,449,W 52 St & 9 Ave,40.76461837,-73.98789473,25846,Subscriber,1971,1
413,2017-05-01 04:22:30,2017-05-01 04:29:24,3400,E 110 St & Madison Ave,40.7961535,-73.94782145,3379,E 103 St & Lexington Ave,40.7903051,-73.94755757,15359,Subscriber,1949,2
1307,2017-05-01 04:22:44,2017-05-01 04:44:32,293,Lafayette St & E 8 St,40.7302066053,-73.9910262823,229,Great Jones St,40.72743423,-73.99379025,28909,Subscriber,1989,1
1074,2017-05-01 04:25:01,2017-05-01 04:42:56,3134,3 Ave & E 62 St,40.76312584,-73.96526895,487,E 20 St & FDR Drive,40.73314259,-73.97573881,27435,Subscriber,1955,1
898,2017-05-01 04:25:01,2017-05-01 04:39:59,253,W 13 St & 5 Ave,40.73543934,-73.99453948,426,West St & Chambers St,40.71754834,-74.01322069,20592,Subscriber,NULL,0
1094,2017-05-01 04:25:11,2017-05-01 04:43:25,418,Front St & Gold St,40.70224,-73.982578,3403,4 Ave & 9 St,40.6705135,-73.98876585,16515,Subscriber,1965,1
915,2017-05-01 04:23:34,2017-05-01 04:38:49,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,3115,India St & Manhattan Ave,40.73232194,-73.9550858,18476,Subscriber,1976,1
227,2017-05-01 04:32:48,2017-05-01 04:36:35,383,Greenwich Ave & Charles St,40.735238,-74.000271,3263,Cooper Square & E 7 St,40.7292364991,-73.990868032,21638,Subscriber,1987,1
1053,2017-05-01 04:33:28,2017-05-01 04:51:02,3142,1 Ave & E 62 St,40.7612274,-73.96094022,492,W 33 St & 7 Ave,40.75019995,-73.99093085,25082,Subscriber,1959,1
461,2017-05-01 04:33:28,2017-05-01 04:41:09,174,E 25 St & 1 Ave,40.7381765,-73.97738662,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,28794,Subscriber,1963,1
479,2017-05-01 04:34:41,2017-05-01 04:42:41,238,Bank St & Washington St,40.7361967,-74.00859207,426,West St & Chambers St,40.71754834,-74.01322069,21586,Subscriber,1998,1
463,2017-05-01 04:35:01,2017-05-01 04:42:44,502,Henry St & Grand St,40.714215,-73.981346,320,Leonard St & Church St,40.717571,-74.005549,25051,Subscriber,1974,1
765,2017-05-01 04:42:52,2017-05-01 04:55:38,476,E 31 St & 3 Ave,40.74394314,-73.97966069,3152,3 Ave & E 71 St,40.76873687,-73.96119945,28926,Subscriber,1986,1
558,2017-05-01 04:44:40,2017-05-01 04:53:58,379,W 31 St & 7 Ave,40.749156,-73.9916,335,Washington Pl & Broadway,40.72903917,-73.99404649,26417,Subscriber,1975,1
343,2017-05-01 04:45:29,2017-05-01 04:51:12,3255,8 Ave & W 31 St,40.750585347,-73.9946848154,459,W 20 St & 11 Ave,40.746745,-74.007756,25839,Subscriber,1955,1
654,2017-05-01 04:45:31,2017-05-01 04:56:26,3226,W 82 St & Central Park West,40.78275,-73.97137,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,16511,Subscriber,1971,2
204,2017-05-01 04:46:08,2017-05-01 04:49:32,376,John St & William St,40.70862144,-74.00722156,330,Reade St & Broadway,40.71450451,-74.00562789,24863,Subscriber,1990,1
630,2017-05-01 04:46:26,2017-05-01 04:56:56,3379,E 103 St & Lexington Ave,40.7903051,-73.94755757,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,15359,Subscriber,1965,1
712,2017-05-01 04:48:53,2017-05-01 05:00:46,3156,E 72 St & York Ave,40.76663814,-73.95348296,440,E 45 St & 3 Ave,40.75255434,-73.97282625,25834,Subscriber,1985,2
473,2017-05-01 04:49:47,2017-05-01 04:57:41,3002,South End Ave & Liberty St,40.711512,-74.015756,257,Lispenard St & Broadway,40.71939226,-74.00247214,17183,Subscriber,1945,1
231,2017-05-01 04:50:49,2017-05-01 04:54:40,505,6 Ave & W 33 St,40.74901271,-73.98848395,334,W 20 St & 7 Ave,40.74238787,-73.99726235,27477,Subscriber,1992,1
293,2017-05-01 04:54:18,2017-05-01 04:59:12,3436,Greenwich St & Hubert St,40.721319,-74.010065,3002,South End Ave & Liberty St,40.711512,-74.015756,25146,Subscriber,1992,1
363,2017-05-01 04:54:57,2017-05-01 05:01:01,3368,5 Ave & 3 St,40.6728155,-73.98352355,467,Dean St & 4 Ave,40.68312489,-73.97895137,28587,Subscriber,1990,2
338,2017-05-01 04:56:03,2017-05-01 05:01:42,3162,W 78 St & Broadway,40.78339981,-73.98093133,530,11 Ave & W 59 St,40.771522,-73.990541,26910,Subscriber,1989,2
592,2017-05-01 04:56:23,2017-05-01 05:06:15,3307,West End Ave & W 94 St,40.7941654,-73.974124,530,11 Ave & W 59 St,40.771522,-73.990541,29412,Subscriber,1990,1
945,2017-05-01 04:58:11,2017-05-01 05:13:57,523,W 38 St & 8 Ave,40.75466591,-73.99138152,164,E 47 St & 2 Ave,40.75323098,-73.97032517,19432,Subscriber,1977,1
181,2017-05-01 04:58:48,2017-05-01 05:01:49,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,546,E 30 St & Park Ave S,40.74444921,-73.98303529,17279,Subscriber,1966,1
236,2017-05-01 04:59:54,2017-05-01 05:03:51,3150,E 85 St & York Ave,40.77536905,-73.94803392,3140,1 Ave & E 78 St,40.77140426,-73.9535166,19623,Subscriber,1991,2
401,2017-05-01 05:00:50,2017-05-01 05:07:32,3387,E 106 St & Madison Ave,40.7934337,-73.94945003,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,15503,Subscriber,1977,1
196,2017-05-01 05:01:35,2017-05-01 05:04:51,502,Henry St & Grand St,40.714215,-73.981346,311,Norfolk St & Broome St,40.7172274,-73.98802084,19330,Subscriber,1975,2
198,2017-05-01 05:06:02,2017-05-01 05:09:21,525,W 34 St & 11 Ave,40.75594159,-74.0021163,478,11 Ave & W 41 St,40.76030096,-73.99884222,28811,Subscriber,1964,1
495,2017-05-01 05:06:30,2017-05-01 05:14:45,3115,India St & Manhattan Ave,40.73232194,-73.9550858,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,25581,Subscriber,1962,2
466,2017-05-01 05:08:08,2017-05-01 05:15:54,528,2 Ave & E 31 St,40.74290902,-73.97706058,402,Broadway & E 22 St,40.7403432,-73.98955109,27855,Subscriber,1964,1
219,2017-05-01 05:08:17,2017-05-01 05:11:56,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,3157,East End Ave & E 86 St,40.77518615,-73.94446054,19937,Subscriber,1985,1
214,2017-05-01 05:08:52,2017-05-01 05:12:26,3305,E 91 St & 2 Ave,40.7811222993,-73.9496558905,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,16103,Subscriber,1963,1
1585,2017-05-01 05:11:03,2017-05-01 05:37:28,359,E 47 St & Park Ave,40.75510267,-73.97498696,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,26450,Subscriber,1963,1
285,2017-05-01 05:11:30,2017-05-01 05:16:16,3336,E 97 St & Madison Ave,40.787801,-73.953559,3312,1 Ave & E 94 St,40.7817212,-73.94594,25540,Subscriber,1967,1
401,2017-05-01 05:12:27,2017-05-01 05:19:09,3152,3 Ave & E 71 St,40.76873687,-73.96119945,3290,E 89 St & York Ave,40.7779453,-73.946041,25007,Subscriber,1980,1
1030,2017-05-01 05:12:32,2017-05-01 05:29:43,301,E 2 St & Avenue B,40.72217444,-73.98368779,465,Broadway & W 41 St,40.75513557,-73.98658032,18394,Subscriber,1994,1
1149,2017-05-01 05:13:14,2017-05-01 05:32:24,377,6 Ave & Canal St,40.72243797,-74.00566443,3236,W 42 St & Dyer Ave,40.758984814,-73.9937996864,28194,Subscriber,1985,1
169,2017-05-01 05:14:00,2017-05-01 05:16:49,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,25800,Subscriber,1956,2
411,2017-05-01 05:14:05,2017-05-01 05:20:57,3434,W 88 St & West End Ave,40.7902541733,-73.9771834016,3159,W 67 St & Broadway,40.77492513,-73.98266566,20870,Subscriber,1970,1
494,2017-05-01 05:14:30,2017-05-01 05:22:44,448,W 37 St & 10 Ave,40.75660359,-73.9979009,334,W 20 St & 7 Ave,40.74238787,-73.99726235,28180,Subscriber,1982,1
270,2017-05-01 05:15:07,2017-05-01 05:19:38,3108,Nassau Ave & Russell St,40.72557,-73.94434,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,27749,Subscriber,1982,1
846,2017-05-01 05:16:38,2017-05-01 05:30:44,432,E 7 St & Avenue A,40.72621788,-73.98379855,3436,Greenwich St & Hubert St,40.721319,-74.010065,27963,Subscriber,1992,1
342,2017-05-01 05:16:59,2017-05-01 05:22:41,3366,West End Ave & W 107 St,40.8021174,-73.9681805305,3293,W 92 St & Broadway,40.7921,-73.9739,25490,Subscriber,1989,2
334,2017-05-01 05:17:20,2017-05-01 05:22:54,509,9 Ave & W 22 St,40.7454973,-74.00197139,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,15320,Subscriber,1978,1
280,2017-05-01 05:18:19,2017-05-01 05:22:59,3422,Columbia St & Degraw St,40.6859296,-74.00242364,3409,Bergen St & Smith St,40.6867443,-73.99063168,27560,Subscriber,1984,1
244,2017-05-01 05:18:35,2017-05-01 05:22:39,3082,Hope St & Union Ave,40.71167351,-73.95141312,3096,Union Ave & N 12 St,40.71924,-73.95242,17077,Subscriber,1992,1
171,2017-05-01 05:18:58,2017-05-01 05:21:50,3350,W 100 St & Broadway,40.7973721,-73.97041192,3293,W 92 St & Broadway,40.7921,-73.9739,18886,Subscriber,1960,1
1326,2017-05-01 05:19:18,2017-05-01 05:41:25,379,W 31 St & 7 Ave,40.749156,-73.9916,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,27410,Subscriber,1971,1
1098,2017-05-01 05:19:30,2017-05-01 05:37:48,3144,E 81 St & Park Ave,40.77677702,-73.9590097,72,W 52 St & 11 Ave,40.76727216,-73.99392888,15286,Subscriber,1963,1
271,2017-05-01 05:19:29,2017-05-01 05:24:01,477,W 41 St & 8 Ave,40.75640548,-73.9900262,267,Broadway & W 36 St,40.75097711,-73.98765428,27248,Subscriber,1993,1
613,2017-05-01 05:20:00,2017-05-01 05:30:14,312,Allen St & Stanton St,40.722055,-73.989111,248,Laight St & Hudson St,40.72185379,-74.00771779,18653,Subscriber,1978,2
2014,2017-05-01 05:20:26,2017-05-01 05:54:00,507,E 25 St & 2 Ave,40.73912601,-73.97973776,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,28044,Subscriber,1962,2
366,2017-05-01 05:20:34,2017-05-01 05:26:40,393,E 5 St & Avenue C,40.72299208,-73.97995466,439,E 4 St & 2 Ave,40.7262807,-73.98978041,25098,Subscriber,1974,2
584,2017-05-01 05:21:19,2017-05-01 05:31:03,3161,W 76 St & Columbus Ave,40.7801839724,-73.9772853255,520,W 52 St & 5 Ave,40.75992262,-73.97648516,28760,Subscriber,1984,1
484,2017-05-01 05:22:20,2017-05-01 05:30:24,498,Broadway & W 32 St,40.74854862,-73.98808416,345,W 13 St & 6 Ave,40.73649403,-73.99704374,27103,Subscriber,1995,2
823,2017-05-01 05:22:35,2017-05-01 05:36:18,72,W 52 St & 11 Ave,40.76727216,-73.99392888,212,W 16 St & The High Line,40.74334935,-74.00681753,21579,Subscriber,1991,1
234,2017-05-01 05:22:46,2017-05-01 05:26:40,513,W 56 St & 10 Ave,40.768254,-73.988639,468,Broadway & W 56 St,40.7652654,-73.98192338,29417,Subscriber,1979,2
836,2017-05-01 05:23:03,2017-05-01 05:37:00,3166,Riverside Dr & W 72 St,40.7805779901,-73.9856243134,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,25889,Subscriber,1944,1
594,2017-05-01 05:23:10,2017-05-01 05:33:05,317,E 6 St & Avenue B,40.72453734,-73.98185424,253,W 13 St & 5 Ave,40.73543934,-73.99453948,27507,Subscriber,1993,2
690,2017-05-01 05:24:12,2017-05-01 05:35:42,529,W 42 St & 8 Ave,40.7575699,-73.99098507,527,E 33 St & 2 Ave,40.744023,-73.976056,21348,Subscriber,1965,1
475,2017-05-01 05:24:39,2017-05-01 05:32:35,527,E 33 St & 2 Ave,40.744023,-73.976056,379,W 31 St & 7 Ave,40.749156,-73.9916,28102,Subscriber,1976,1
330,2017-05-01 05:24:41,2017-05-01 05:30:11,2010,Grand St & Greene St,40.72165481,-74.00234737,347,Greenwich St & W Houston St,40.728846,-74.008591,18502,Subscriber,1966,1
1311,2017-05-01 05:24:56,2017-05-01 05:46:47,394,E 9 St & Avenue C,40.72521311,-73.97768752,3002,South End Ave & Liberty St,40.711512,-74.015756,28974,Subscriber,1989,2
528,2017-05-01 05:26:11,2017-05-01 05:35:00,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,3420,Douglass St & 3 Ave,40.6802133,-73.98432695,27930,Subscriber,1980,1
165,2017-05-01 05:26:40,2017-05-01 05:29:26,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,384,Fulton St & Washington Ave,40.683048,-73.964915,16310,Subscriber,1984,1
474,2017-05-01 05:26:47,2017-05-01 05:34:41,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,3376,E 65 St & 2 Ave,40.7647185194,-73.9622206986,16731,Subscriber,1989,1
252,2017-05-01 05:27:01,2017-05-01 05:31:13,342,Columbia St & Rivington St,40.71739973,-73.98016555,401,Allen St & Rivington St,40.72019576,-73.98997825,29362,Subscriber,1964,1
1827,2017-05-01 05:27:01,2017-05-01 05:57:29,3157,East End Ave & E 86 St,40.77518615,-73.94446054,492,W 33 St & 7 Ave,40.75019995,-73.99093085,19937,Subscriber,1963,1
934,2017-05-01 05:27:27,2017-05-01 05:43:01,150,E 2 St & Avenue C,40.7208736,-73.98085795,3256,Pier 40 - Hudson River Park,40.7277140778,-74.0112957358,29395,Subscriber,1969,2
505,2017-05-01 05:27:47,2017-05-01 05:36:12,3054,Greene Ave & Throop Ave,40.6894932,-73.942061,3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,28416,Subscriber,1965,1
801,2017-05-01 05:28:01,2017-05-01 05:41:22,3409,Bergen St & Smith St,40.6867443,-73.99063168,313,Washington Ave & Park Ave,40.69610226,-73.96751037,27560,Subscriber,1958,1
239,2017-05-01 05:28:19,2017-05-01 05:32:19,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,3316,W 104 St & Amsterdam Ave,40.7989937,-73.9662173778,19689,Subscriber,1971,2
260,2017-05-01 05:28:40,2017-05-01 05:33:00,279,Peck Slip & Front St,40.707873,-74.00167,360,William St & Pine St,40.70717936,-74.00887308,28455,Subscriber,1973,1
1423,2017-05-01 05:30:23,2017-05-01 05:54:06,3094,Graham Ave & Withers St,40.7169811,-73.94485918,330,Reade St & Broadway,40.71450451,-74.00562789,25408,Subscriber,1986,1
138,2017-05-01 05:30:03,2017-05-01 05:32:21,477,W 41 St & 8 Ave,40.75640548,-73.9900262,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,15197,Subscriber,1993,1
657,2017-05-01 05:30:26,2017-05-01 05:41:23,461,E 20 St & 2 Ave,40.73587678,-73.98205027,247,Perry St & Bleecker St,40.73535398,-74.00483091,28465,Subscriber,1991,2
805,2017-05-01 05:31:04,2017-05-01 05:44:30,3160,Central Park West & W 76 St,40.77896784,-73.97374737,519,Pershing Square North,40.751873,-73.977706,28191,Subscriber,1960,1
246,2017-05-01 05:31:20,2017-05-01 05:35:26,3463,E 16 St & Irving Pl,40.7353670556,-73.9879739285,491,E 24 St & Park Ave S,40.74096374,-73.98602213,19082,Subscriber,1961,1
623,2017-05-01 05:31:33,2017-05-01 05:41:56,483,E 12 St & 3 Ave,40.73223272,-73.98889957,442,W 27 St & 7 Ave,40.746647,-73.993915,20343,Subscriber,1972,1
544,2017-05-01 05:32:09,2017-05-01 05:41:14,379,W 31 St & 7 Ave,40.749156,-73.9916,3235,E 41 St & Madison Ave,40.7521652806,-73.979921937,15494,Subscriber,1964,1
748,2017-05-01 05:32:27,2017-05-01 05:44:56,361,Allen St & Hester St,40.71605866,-73.99190759,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20994,Subscriber,1990,2
714,2017-05-01 05:32:38,2017-05-01 05:44:33,496,E 16 St & 5 Ave,40.73726186,-73.99238967,128,MacDougal St & Prince St,40.72710258,-74.00297088,14602,Subscriber,1970,1
885,2017-05-01 05:33:57,2017-05-01 05:48:42,3236,W 42 St & Dyer Ave,40.758984814,-73.9937996864,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,28194,Subscriber,1974,1
848,2017-05-01 05:34:07,2017-05-01 05:48:16,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,19539,Subscriber,1986,2
1489,2017-05-01 05:35:09,2017-05-01 05:59:59,79,Franklin St & W Broadway,40.71911552,-74.00666661,359,E 47 St & Park Ave,40.75510267,-73.97498696,25616,Subscriber,1986,1
1431,2017-05-01 05:35:16,2017-05-01 05:59:08,490,8 Ave & W 33 St,40.751551,-73.993934,304,Broadway & Battery Pl,40.70463334,-74.01361706,27817,Subscriber,1964,1
148,2017-05-01 05:35:40,2017-05-01 05:38:09,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3176,W 64 St & West End Ave,40.77452835,-73.98753759,28458,Subscriber,1985,2
984,2017-05-01 05:35:56,2017-05-01 05:52:20,473,Rivington St & Chrystie St,40.72110063,-73.9919254,2000,Front St & Washington St,40.70255088,-73.98940236,27666,Subscriber,1970,1
1513,2017-05-01 05:36:48,2017-05-01 06:02:01,3168,Central Park West & W 85 St,40.78472675,-73.96961715,167,E 39 St & 3 Ave,40.7489006,-73.97604882,26390,Subscriber,1973,1
2138,2017-05-01 05:36:59,2017-05-01 06:12:38,3343,W 107 St & Columbus Ave,40.7997568,-73.9621128676,3436,Greenwich St & Hubert St,40.721319,-74.010065,28297,Subscriber,1992,1
966,2017-05-01 05:37:01,2017-05-01 05:53:07,3359,E 68 St & Madison Ave,40.7691572,-73.96703464,461,E 20 St & 2 Ave,40.73587678,-73.98205027,15728,Subscriber,1971,1
456,2017-05-01 05:37:02,2017-05-01 05:44:39,401,Allen St & Rivington St,40.72019576,-73.98997825,383,Greenwich Ave & Charles St,40.735238,-74.000271,29362,Subscriber,1981,1
632,2017-05-01 05:37:15,2017-05-01 05:47:48,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,20013,Subscriber,1990,2
839,2017-05-01 05:37:52,2017-05-01 05:51:51,2008,Little West St & 1 Pl,40.70569254,-74.01677685,347,Greenwich St & W Houston St,40.728846,-74.008591,15462,Subscriber,1986,1
259,2017-05-01 05:38:38,2017-05-01 05:42:57,266,Avenue D & E 8 St,40.72368361,-73.97574813,432,E 7 St & Avenue A,40.72621788,-73.98379855,27624,Subscriber,1983,2
730,2017-05-01 05:39:00,2017-05-01 05:51:11,507,E 25 St & 2 Ave,40.73912601,-73.97973776,525,W 34 St & 11 Ave,40.75594159,-74.0021163,28946,Subscriber,1973,1
750,2017-05-01 05:39:48,2017-05-01 05:52:19,237,E 11 St & 2 Ave,40.73047309,-73.98672378,455,1 Ave & E 44 St,40.75001986,-73.96905301,24877,Subscriber,1967,2
342,2017-05-01 05:40:42,2017-05-01 05:46:24,345,W 13 St & 6 Ave,40.73649403,-73.99704374,357,E 11 St & Broadway,40.73261787,-73.99158043,25317,Subscriber,1984,2
588,2017-05-01 05:40:56,2017-05-01 05:50:44,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,16334,Subscriber,1993,2
389,2017-05-01 05:40:49,2017-05-01 05:47:18,3111,Norman Ave & Leonard St - 2,40.7258483,-73.95064893,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,26999,Subscriber,1977,1
988,2017-05-01 05:40:56,2017-05-01 05:57:24,507,E 25 St & 2 Ave,40.73912601,-73.97973776,3443,W 52 St & 6 Ave,40.7613298312,-73.979820013,28977,Subscriber,1988,1
1170,2017-05-01 05:41:23,2017-05-01 06:00:54,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,340,Madison St & Clinton St,40.71269042,-73.98776323,14622,Subscriber,1992,1
240,2017-05-01 05:41:43,2017-05-01 05:45:44,334,W 20 St & 7 Ave,40.74238787,-73.99726235,3224,W 13 St & Hudson St,40.739973541,-74.005138725,20585,Subscriber,1989,2
414,2017-05-01 05:42:00,2017-05-01 05:48:55,426,West St & Chambers St,40.71754834,-74.01322069,238,Bank St & Washington St,40.7361967,-74.00859207,28646,Subscriber,1989,1
225,2017-05-01 05:42:11,2017-05-01 05:45:57,3364,Carroll St & 5 Ave,40.6751622,-73.9814832,3317,10 St & 5 Ave,40.6686273,-73.98700053,21535,Subscriber,1983,2
367,2017-05-01 05:43:08,2017-05-01 05:49:15,477,W 41 St & 8 Ave,40.75640548,-73.9900262,3233,E 48 St & 5 Ave,40.7572456791,-73.9780591428,27222,Subscriber,1971,1
1297,2017-05-01 05:43:09,2017-05-01 06:04:46,3434,W 88 St & West End Ave,40.7902541733,-73.9771834016,305,E 58 St & 3 Ave,40.76095756,-73.96724467,17550,Subscriber,1969,1
407,2017-05-01 05:43:38,2017-05-01 05:50:25,504,1 Ave & E 16 St,40.73221853,-73.98165557,501,FDR Drive & E 35 St,40.744219,-73.97121214,27565,Subscriber,1984,1
482,2017-05-01 05:44:07,2017-05-01 05:52:10,433,E 13 St & Avenue A,40.72955361,-73.98057249,402,Broadway & E 22 St,40.7403432,-73.98955109,25738,Subscriber,1988,1
1931,2017-05-01 05:44:18,2017-05-01 06:16:29,471,Grand St & Havemeyer St,40.71286844,-73.95698119,470,W 20 St & 8 Ave,40.74345335,-74.00004031,16458,Subscriber,1992,1
606,2017-05-01 05:44:20,2017-05-01 05:54:27,520,W 52 St & 5 Ave,40.75992262,-73.97648516,2012,E 27 St & 1 Ave,40.739445,-73.976806,28760,Subscriber,1984,1
385,2017-05-01 05:44:59,2017-05-01 05:51:25,302,Avenue D & E 3 St,40.72082834,-73.97793172,311,Norfolk St & Broome St,40.7172274,-73.98802084,16092,Subscriber,1971,1
499,2017-05-01 05:44:58,2017-05-01 05:53:17,449,W 52 St & 9 Ave,40.76461837,-73.98789473,362,Broadway & W 37 St,40.75172632,-73.98753523,25846,Subscriber,1993,1
912,2017-05-01 05:44:58,2017-05-01 06:00:11,3435,Grand St & Elizabeth St,40.718822,-73.99596,260,Broad St & Bridge St,40.70365182,-74.01167797,28994,Subscriber,1996,1
1644,2017-05-01 05:45:20,2017-05-01 06:12:45,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,532,S 5 Pl & S 4 St,40.710451,-73.960876,21349,Subscriber,1964,1
512,2017-05-01 05:45:36,2017-05-01 05:54:08,495,W 47 St & 10 Ave,40.76269882,-73.99301222,490,8 Ave & W 33 St,40.751551,-73.993934,20996,Subscriber,NULL,0
345,2017-05-01 05:45:35,2017-05-01 05:51:20,391,Clark St & Henry St,40.69760127,-73.99344559,278,Concord St & Bridge St,40.69766564,-73.98476437,19351,Subscriber,1951,2
690,2017-05-01 05:45:38,2017-05-01 05:57:08,328,Watts St & Greenwich St,40.72405549,-74.00965965,361,Allen St & Hester St,40.71605866,-73.99190759,25212,Subscriber,1972,1
511,2017-05-01 05:45:40,2017-05-01 05:54:12,385,E 55 St & 2 Ave,40.75797322,-73.96603308,461,E 20 St & 2 Ave,40.73587678,-73.98205027,28492,Subscriber,1948,1
180,2017-05-01 05:45:52,2017-05-01 05:48:53,3434,W 88 St & West End Ave,40.7902541733,-73.9771834016,3314,W 95 St & Broadway,40.7937704,-73.971888,28309,Subscriber,1966,1
505,2017-05-01 05:45:59,2017-05-01 05:54:24,519,Pershing Square North,40.751873,-73.977706,3457,E 58 St & Madison Ave,40.7630259428,-73.9720952511,27678,Subscriber,1981,1
493,2017-05-01 05:46:09,2017-05-01 05:54:22,267,Broadway & W 36 St,40.75097711,-73.98765428,491,E 24 St & Park Ave S,40.74096374,-73.98602213,18104,Subscriber,1988,2
209,2017-05-01 05:46:13,2017-05-01 05:49:42,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,3152,3 Ave & E 71 St,40.76873687,-73.96119945,28163,Subscriber,1982,2
1019,2017-05-01 05:47:29,2017-05-01 06:04:29,295,Pike St & E Broadway,40.71406667,-73.99293911,3224,W 13 St & Hudson St,40.739973541,-74.005138725,28970,Subscriber,1988,2
1886,2017-05-01 05:47:38,2017-05-01 06:19:04,320,Leonard St & Church St,40.717571,-74.005549,520,W 52 St & 5 Ave,40.75992262,-73.97648516,24820,Customer,NULL,0
648,2017-05-01 05:47:52,2017-05-01 05:58:41,379,W 31 St & 7 Ave,40.749156,-73.9916,3463,E 16 St & Irving Pl,40.7353670556,-73.9879739285,15665,Subscriber,1975,1
381,2017-05-01 05:47:53,2017-05-01 05:54:14,457,Broadway & W 58 St,40.76695317,-73.98169333,3134,3 Ave & E 62 St,40.76312584,-73.96526895,14782,Subscriber,1979,1
2109,2017-05-01 05:48:14,2017-05-01 06:23:24,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,519,Pershing Square North,40.751873,-73.977706,26515,Subscriber,1988,1
183,2017-05-01 05:48:41,2017-05-01 05:51:44,3431,E 35 St & 3 Ave,40.746524,-73.977885,472,E 32 St & Park Ave,40.7457121,-73.98194829,26474,Subscriber,1980,1
464,2017-05-01 05:49:18,2017-05-01 05:57:03,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,26039,Subscriber,1962,1
1367,2017-05-01 05:50:03,2017-05-01 06:12:51,3368,5 Ave & 3 St,40.6728155,-73.98352355,3092,Berry St & N 8 St,40.7190095,-73.95852515,21644,Subscriber,1971,1
718,2017-05-01 05:50:34,2017-05-01 06:02:32,3290,E 89 St & York Ave,40.7779453,-73.946041,3243,E 58 St & 1 Ave,40.7589238638,-73.9622622728,26861,Subscriber,1991,2
